"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","INDEX NUMB","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","5C CODE"
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",3.7,6,"Manual(M6)",4,720,16,20,18,18.2,25.75,20.96,"R",,,,,,,,,,2210," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",4.7,8,"Auto(L5)",4,711,15,20,17,16.7,25.6,19.8,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",4.7,8,"Manual(M6)",4,750,15,19,17,16.3,25.3,19.41,"R",,,,,,,,,,2337," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",4.7,8,"Auto(L5)",4,551,9,13,11,10.67,17.16,12.86,"E",,,,,,,,,,3000,"E85 240","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",4.7,8,"Auto(L5)",4,550,14,18,15,15.17,22.83,17.87,"R",,,,,,,,,,2651,"GAS 380","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",4.7,8,"Manual(M6)",4,750,14,18,16,15.75,23.61,18.52,"R",,,,,,,,,,2484," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",5.7,8,"Auto(L5)",4,530,14,18,16,15.79,24.57,18.81,"R",,,,,,,,,,2484," ","CLKUP ",1,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","EXPLORER SPORT TRAC 4WD",4,6,"Auto(L5)",4,701,15,20,17,16.29,25.39,19.42,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","EXPLORER SPORT TRAC 4WD",4.6,8,"Auto(L6)",4,703,14,20,16,15.41,25.02,18.63,"R",,,,,,,,,,2484," ","CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 FFV  4WD",5.4,8,"Auto(L4)",4,831,10,13,11,11.44,16.78,13.35,"E",,,,,,,,,,3000,"RNG=290","CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 FFV  4WD",5.4,8,"Auto(L4)",4,829,14,18,15,15.27,22.55,17.86,"R",,,,,,,,,,2651,"RNG=390","CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.6,8,"Auto(L4)",4,821,15,19,16,16.18,23.76,18.89,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",5.4,8,"Auto(L4)",4,823,14,18,15,15.25,22.48,17.83,"R",,,,,,,,,,2651," ","CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",3,6,"Auto(L5)",4,903,16,20,18,17.67,25.59,20.53,"R",,,,,,,,,,2210," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",3,6,"Manual(M5)",4,905,17,21,18,18.5,26.9,21.52,"R",,,,,,,,,,2210," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Auto(L5)",4,907,15,19,16,16.68,23.76,19.26,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Manual(M5)",4,909,17,20,18,18.4,26.2,21.25,"R",,,,,,,,,,2210," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",2.9,4,"Auto(L4)",4,871,16,23,19,18.2,29.1,21.89,"R",,,,,,,,,,2091," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",2.9,4,"Manual(M5)",4,873,18,24,20,19.8,30.5,23.51,"R",,,,,,,,,,1988," ","SIL ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",3.7,5,"Auto(L4)",4,885,16,22,19,18.2,28.7,21.79,"R",,,,,,,,,,2091," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON CAB CHASSIS INC 4WD",3.7,5,"Auto(L4)",4,864,15,19,17,16.7,24.2,19.41,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON CREW CAB 4WD",3.7,5,"Auto(L4)",4,885,16,22,18,18.1,28.2,21.58,"R",,,,,,,,,,2210," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA 4WD",4.3,6,"Auto(L4)",4,826,16,19,17,17.49,24.55,20.09,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA 4WD",4.8,8,"Auto(L4)",4,838,15,19,16,16.49,24.26,19.27,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA 4WD",5.3,8,"Auto(L4)",4,861,16,20,17,17.33,25.96,20.38,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA 4WD",5.3,8,"Auto(L4)",4,845,12,15,13,12.83,18.95,15.01,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA 4WD",5.3,8,"Auto(L4)",4,843,16,20,17,17.24,25.55,20.2,"R",,,,,,,,,,2337,"440-580","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA 4WD",6,8,"Auto(L4)",4,879,15,19,16,16.13,24.03,18.93,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA AWD",6.2,8,"Auto(L6)",4,808,13,19,15,14.8,25.6,18.27,"P",,,,,,,,,,2851," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",4.3,6,"Auto(L4)",4,826,15,18,16,17.49,24.55,20.09,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",4.3,6,"Manual(M5)",4,820,15,20,17,16.84,25.7,19.93,"R",,,,,,,,,,2337," ","SIL ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",4.8,8,"Auto(L4)",4,838,15,19,17,17.24,25.01,20.04,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",5.3,8,"Auto(L4)",4,835,15,19,16,16.57,23.92,19.23,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",5.3,8,"Auto(L4)",4,833,11,14,12,12.27,17.97,14.31,"E",,,,,,,,,,2749,"310-410","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",5.3,8,"Auto(L4)",4,831,15,19,16,16.11,23.8,18.85,"R",,,,,,,,,,2484,"420-540","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC 4WD",6,8,"Auto(L4)",4,823,14,17,15,15.4,21.7,17.71,"P",,,,,,,,,,2851," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA CLASSIC AWD",6,8,"Auto(L4)",4,823,14,17,15,15.4,21.7,17.71,"P",,,,,,,,,,2851," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15SIERRACLASSICHYBRID4WD",5.3,8,"Auto(L4)",4,841,17,19,18,18.5,24.9,20.92,"R",,,,,,,,,,2210," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","HONDA","RIDGELINE 4WD",3.5,6,"Auto(L5)",4,19,16,21,18,18.1,27.5,21.39,"R",,,,,,,,,,2210," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","ISUZU","I-370 4WD CREW CAB",3.7,5,"Auto(L4)",4,885,16,22,18,18.1,28.2,21.58,"R",,,,,,,,,,2210," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","LINCOLN","MARK LT",5.4,8,"Auto(L4)",4,837,14,18,15,15.25,22.48,17.83,"R",,,,,,,,,,2651," ","CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B4000 4WD",4,6,"Auto(L5)",4,969,15,19,16,16.68,23.76,19.26,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B4000 4WD",4,6,"Manual(M5)",4,971,17,20,18,18.4,26.2,21.25,"R",,,,,,,,,,2210," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",3.7,6,"Auto(L4)",4,560,15,19,17,16.92,24.52,19.66,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",3.7,6,"Manual(M6)",4,720,16,20,18,18.2,25.75,20.96,"R",,,,,,,,,,2210," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",4.7,8,"Auto(L5)",4,711,15,20,17,16.7,25.6,19.8,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",4.7,8,"Manual(M6)",4,750,15,19,17,16.3,25.3,19.41,"R",,,,,,,,,,2337," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",4,6,"Auto(L5)",4,84,16,20,18,17.55,26.05,20.57,"R",,,,,,,,,,2210," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",4,6,"Manual(M6)",4,84,17,21,19,19.01,26.73,21.85,"R",,,,,,,,,,2091," ",,4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","TITAN 4WD",5.6,8,"Auto(L5)",4,96,13,18,15,14.98,23.13,17.8,"R",,,,,,,,,,2651," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","TITAN 4WD",5.6,8,"Auto(L5)",4,102,10,13,11,11.07,16.78,13.07,"E",,,,,,,,,,3000,"RNG310","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","TITAN 4WD",5.6,8,"Auto(L5)",4,99,14,18,15,15.15,23.23,17.96,"R",,,,,,,,,,2651,"RNG420","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","ROUSH PERFORMANCE","STAGE3 F150 REGULAR CAR 4WD",5.4,8,"Auto(L4)",4,3,12,15,13,12.9,19.1,15.11,"P",,,"S",,,,,,,3287," ","EMS CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","ROUSH PERFORMANCE","STAGE3 F150 SUPERCAB 4WD",5.4,8,"Auto(L4)",4,3,12,15,13,12.9,19.1,15.11,"P",,,"S",,,,,,,3287," ","EMS CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","ROUSH PERFORMANCE","STAGE3 F150 SUPERCREW 4WD",5.4,8,"Auto(L4)",4,3,12,15,13,12.9,19.1,15.11,"P",,,"S",,,,,,,3287," ","EMS CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",2.7,4,"Manual(M5)",4,24,19,23,21,21.6,30,24.71,"R",,,,,,,,,,1892," ",,4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",4,6,"Auto(L5)",4,26,18,21,19,19.52,27.27,22.38,"R",,,,,,,,,,2091," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",4,6,"Manual(M6)",4,26,16,20,18,18.18,25.36,20.84,"R",,,,,,,,,,2210," ",,4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",4.7,8,"Auto(S5)",4,29,15,18,16,16.38,22.57,18.69,"R",,,,,,,,,,2484," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",5.7,8,"Auto(S6)",4,31,14,18,16,15.47,23.26,18.22,"R",,,,,,,,,,2484," ","CLKUP ",4,13,
"VANS, CARGO TYPE","CHEVROLET","G15/25 VAN CONV 2WD",5.3,8,"Auto(L4)","R",854,14,18,16,15.79,23.16,18.43,"R",,,,,,,,,,2484," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G15/25 VAN CONV 2WD",5.3,8,"Auto(L4)","R",852,10,13,11,11.6,16.53,13.4,"E",,,,,,,,,,3000,340,"CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G15/25 VAN CONV 2WD",5.3,8,"Auto(L4)","R",850,14,18,15,15.34,22.56,17.92,"R",,,,,,,,,,2651,460,"CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 VAN 2WD",4.3,6,"Auto(L4)","R",825,15,20,17,18.3,26.6,21.29,"R",,,,,,,,,,2337," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 VAN 2WD",5.3,8,"Auto(L4)","R",834,15,20,17,17.8,26.6,20.91,"R",,,,,,,,,,2337," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 VAN 2WD",5.3,8,"Auto(L4)","R",832,12,16,13,13,20,15.43,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 VAN 2WD",5.3,8,"Auto(L4)","R",830,15,20,17,17.2,26.3,20.37,"R",,,,,,,,,,2337,"440-580","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500 VAN CONV AWD",5.3,8,"Auto(L4)",4,855,14,18,15,15.59,22.68,18.14,"R",,,,,,,,,,2651," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500 VAN CONV AWD",5.3,8,"Auto(L4)",4,853,10,13,12,11.6,17.1,13.56,"E",,,,,,,,,,2749,370,"CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500 VAN CONV AWD",5.3,8,"Auto(L4)",4,851,14,18,16,15.5,23.1,18.19,"R",,,,,,,,,,2484,500,"CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500/2500 VAN AWD",5.3,8,"Auto(L4)",4,835,14,18,16,16.4,25.4,19.51,"R",,,,,,,,,,2484," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500/2500 VAN AWD",5.3,8,"Auto(L4)",4,833,11,14,12,12.2,17.9,14.24,"E",,,,,,,,,,2749,"310-410","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500/2500 VAN AWD",5.3,8,"Auto(L4)",4,831,14,18,16,16,23.7,18.74,"R",,,,,,,,,,2484,"420-540","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G15/25 SAVANA 2WD CARGO CONV",5.3,8,"Auto(L4)","R",854,14,18,16,15.79,23.16,18.43,"R",,,,,,,,,,2484," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G15/25 SAVANA 2WD CARGO CONV",5.3,8,"Auto(L4)","R",852,10,13,11,11.6,16.53,13.4,"E",,,,,,,,,,3000,340,"CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G15/25 SAVANA 2WD CARGO CONV",5.3,8,"Auto(L4)","R",850,14,18,15,15.34,22.56,17.92,"R",,,,,,,,,,2651,460,"CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",4.3,6,"Auto(L4)","R",825,15,20,17,18.3,26.6,21.29,"R",,,,,,,,,,2337," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5.3,8,"Auto(L4)","R",834,15,20,17,17.8,26.6,20.91,"R",,,,,,,,,,2337," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5.3,8,"Auto(L4)","R",832,12,16,13,13,20,15.43,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5.3,8,"Auto(L4)","R",830,15,20,17,17.2,26.3,20.37,"R",,,,,,,,,,2337,"440-580","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500 SAVANA AWD CARGO CONV",5.3,8,"Auto(L4)",4,855,14,18,15,15.59,22.68,18.14,"R",,,,,,,,,,2651," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500 SAVANA AWD CARGO CONV",5.3,8,"Auto(L4)",4,853,10,13,12,11.6,17.1,13.56,"E",,,,,,,,,,2749,370,"CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500 SAVANA AWD CARGO CONV",5.3,8,"Auto(L4)",4,851,14,18,16,15.5,23.1,18.19,"R",,,,,,,,,,2484,500,"CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500/2500 SAVANA CARGO AWD",5.3,8,"Auto(L4)",4,835,14,18,16,16.4,25.4,19.51,"R",,,,,,,,,,2484," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500/2500 SAVANA CARGO AWD",5.3,8,"Auto(L4)",4,833,11,14,12,12.2,17.9,14.24,"E",,,,,,,,,,2749,"310-410","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500/2500 SAVANA CARGO AWD",5.3,8,"Auto(L4)",4,831,14,18,16,16,23.7,18.74,"R",,,,,,,,,,2484,"420-540","CLKUP ",2,14,
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 EXPRESS 2WD",5.3,8,"Auto(L4)","R",854,14,18,16,16.1,23.66,18.8,"R",,,,,,,,,,2484," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 EXPRESS 2WD",5.3,8,"Auto(L4)","R",852,10,13,11,11.6,16.53,13.4,"E",,,,,,,,,,3000,340,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 EXPRESS 2WD",5.3,8,"Auto(L4)","R",850,14,18,15,15.34,22.56,17.92,"R",,,,,,,,,,2651,460,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","H1500 EXPRESS AWD",5.3,8,"Auto(L4)",4,855,14,18,15,15.59,22.68,18.14,"R",,,,,,,,,,2651," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","H1500 EXPRESS AWD",5.3,8,"Auto(L4)",4,853,10,13,12,11.6,17.1,13.56,"E",,,,,,,,,,2749,370,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","H1500 EXPRESS AWD",5.3,8,"Auto(L4)",4,851,14,18,16,15.5,23.1,18.19,"R",,,,,,,,,,2484,500,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA 2WD PASS",5.3,8,"Auto(L4)","R",854,14,18,16,15.79,23.16,18.43,"R",,,,,,,,,,2484," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA 2WD PASS",5.3,8,"Auto(L4)","R",852,10,13,11,11.6,16.53,13.4,"E",,,,,,,,,,3000,340,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA 2WD PASS",5.3,8,"Auto(L4)","R",850,14,18,15,15.34,22.56,17.92,"R",,,,,,,,,,2651,460,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","H1500 SAVANA PASS VAN AWD",5.3,8,"Auto(L4)",4,855,14,18,15,15.59,22.68,18.14,"R",,,,,,,,,,2651," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","H1500 SAVANA PASS VAN AWD",5.3,8,"Auto(L4)",4,853,10,13,12,11.6,17.1,13.56,"E",,,,,,,,,,2749,370,"CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","H1500 SAVANA PASS VAN AWD",5.3,8,"Auto(L4)",4,851,14,18,16,15.5,23.1,18.19,"R",,,,,,,,,,2484,500,"CLKUP ",2,15,
"MINIVAN - 2WD","BUICK","TERRAZA FWD",3.9,6,"Auto(L4)","F",123,18,25,21,20.4,33,24.63,"R",,,,,,,,,,1892," ","CLKUP ",2,20,
"MINIVAN - 2WD","BUICK","TERRAZA FWD",3.9,6,"Auto(L4)","F",137,13,19,15,14.7,24.1,17.83,"E",,,,,,,,,,2201,360,"CLKUP ",2,20,
"MINIVAN - 2WD","BUICK","TERRAZA FWD",3.9,6,"Auto(L4)","F",124,18,25,21,19.79,32.26,23.96,"R",,,,,,,,,,1892,500,"CLKUP ",2,20,
"MINIVAN - 2WD","CHEVROLET","UPLANDER FWD",3.9,6,"Auto(L4)","F",123,18,25,21,20.4,33,24.63,"R",,,,,,,,,,1892," ","CLKUP ",2,20,
"MINIVAN - 2WD","CHEVROLET","UPLANDER FWD",3.9,6,"Auto(L4)","F",137,13,19,15,14.7,24.1,17.83,"E",,,,,,,,,,2201,360,"CLKUP ",2,20,
"MINIVAN - 2WD","CHEVROLET","UPLANDER FWD",3.9,6,"Auto(L4)","F",124,18,25,21,19.79,32.26,23.96,"R",,,,,,,,,,1892,500,"CLKUP ",2,20,
"MINIVAN - 2WD","CHRYSLER","VOYAGER/TOWN&COUNTRY",3.3,6,"Auto(L4)","F",130,19,26,21,20.66,32.95,24.83,"R",,,,,,,,,,1892,"GAS 420","CLKUP ",2,20,
"MINIVAN - 2WD","CHRYSLER","VOYAGER/TOWN&COUNTRY",3.8,6,"Auto(L4)","F",135,18,25,20,19.5,31.9,23.63,"R",,,,,,,,,,1988," ","CLKUP ",2,20,
"MINIVAN - 2WD","DODGE","CARAVAN 2WD",2.4,4,"Auto(L4)","F",104,20,26,22,21.8,33.55,25.88,"R",,,,,,,,,,1809," ","CLKUP ",4,20,
"MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.3,6,"Auto(L4)","F",130,19,26,21,21.4,33.85,25.64,"R",,,,,,,,,,1892,"GAS 420","CLKUP ",2,20,
"MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.8,6,"Auto(L4)","F",135,18,25,20,19.5,31.9,23.63,"R",,,,,,,,,,1988," ","CLKUP ",2,20,
"MINIVAN - 2WD","FORD","FREESTAR CARGO VAN FWD",3.9,6,"Auto(L4)","F",620,18,24,20,19.75,30.44,23.46,"R",,,,,,,,,,1988," ","CLKUP ",2,20,
"MINIVAN - 2WD","FORD","FREESTAR CARGO VAN FWD",4.2,6,"Auto(L4)","F",621,17,23,19,18.62,29.14,22.23,"R",,,,,,,,,,2091," ","CLKUP ",2,20,
"MINIVAN - 2WD","FORD","FREESTAR WAGON FWD",3.9,6,"Auto(L4)","F",622,18,24,20,19.75,30.44,23.46,"R",,,,,,,,,,1988," ","CLKUP ",2,20,
"MINIVAN - 2WD","FORD","FREESTAR WAGON FWD",4.2,6,"Auto(L4)","F",624,17,23,19,18.62,29.14,22.23,"R",,,,,,,,,,2091," ","CLKUP ",2,20,
"MINIVAN - 2WD","HONDA","ODYSSEY 2WD",3.5,6,"Auto(L5)","F",21,18,25,20,19.7,32.4,23.92,"R",,,,,,,,,,1988," ","CLKUP ",4,20,
"MINIVAN - 2WD","HONDA","ODYSSEY 2WD",3.5,6,"Auto(L5)","F",22,19,26,21,20.6,33.75,24.98,"R",,,,,,,,,,1892,"VCM","CLKUP ",4,20,
"MINIVAN - 2WD","KIA","ENTOURAGE",3.8,6,"Auto(L5)","F",7,18,25,20,19.8,31.5,23.77,"R",,,,,,,,,,1988," ","2MODE CLKUP ",4,20,
"MINIVAN - 2WD","KIA","SEDONA",3.8,6,"Auto(L5)","F",1,18,25,20,19.8,31.5,23.77,"R",,,,,,,,,,1988," ","2MODE CLKUP ",4,20,
"MINIVAN - 2WD","MERCURY","MONTEREY WAGON FWD",4.2,6,"Auto(L4)","F",626,17,23,19,18.62,29.14,22.23,"R",,,,,,,,,,2091," ","CLKUP ",2,20,
"MINIVAN - 2WD","NISSAN","QUEST",3.5,6,"Auto(L5)","F",91,18,25,21,20.28,32.64,24.44,"P",,,,,,,,,,2035," ","CLKUP ",4,20,
"MINIVAN - 2WD","SATURN","RELAY FWD",3.9,6,"Auto(L4)","F",123,18,25,21,20.4,33,24.63,"R",,,,,,,,,,1892," ","CLKUP ",2,20,
"MINIVAN - 2WD","SATURN","RELAY FWD",3.9,6,"Auto(L4)","F",137,13,19,15,14.7,24.1,17.83,"E",,,,,,,,,,2201,360,"CLKUP ",2,20,
"MINIVAN - 2WD","SATURN","RELAY FWD",3.9,6,"Auto(L4)","F",124,18,25,21,19.79,32.26,23.96,"R",,,,,,,,,,1892,500,"CLKUP ",2,20,
"MINIVAN - 2WD","TOYOTA","SIENNA 2WD",3.5,6,"Auto(L5)","F",21,19,26,22,22.4,34,26.46,"R",,,,,,,,,,1809," ","CLKUP ",4,20,
"MINIVAN - 4WD","TOYOTA","SIENNA 4WD",3.5,6,"Auto(L5)",4,21,18,23,20,19.6,29.2,23,"R",,,,,,,,,,1988," ","CLKUP ",4,21,
"S.U.V. - 2WD","BUICK","RAINIER 2WD",4.2,6,"Auto(L4)","R",827,16,22,18,17.6,28.1,21.16,"R",,,,,,,,,,2210," ","CLKUP ",4,22,
"S.U.V. - 2WD","BUICK","RAINIER 2WD",5.3,8,"Auto(L4)","R",860,16,22,18,17.7,28.3,21.29,"R",,,,,,,,,,2210," ","CLKUP ",2,22,
"S.U.V. - 2WD","BUICK","RENDEZVOUS FWD",3.5,6,"Auto(L4)","F",121,19,26,21,20.8,32.7,24.87,"R",,,,,,,,,,1892," ","CLKUP ",2,22,
"S.U.V. - 2WD","CADILLAC","ESCALADE 2WD",6.2,8,"Auto(L6)","R",868,13,20,16,14.8,25.8,18.31,"P",,,,,,,,,,2672," ","CLKUP ",2,22,
"S.U.V. - 2WD","CADILLAC","SRX 2WD",3.6,6,"Auto(S5)","R",111,16,24,19,18.3,31.1,22.46,"R",,,,,,,,,,2091," ","3MODE CLKUP ",4,22,
"S.U.V. - 2WD","CADILLAC","SRX 2WD",4.6,8,"Auto(S6)","R",890,15,22,17,16.5,28.4,20.33,"P",,,,,,,,,,2514," ","CLKUP ",4,22,
"S.U.V. - 2WD","CHEVROLET","C1500 AVALANCHE 2WD",5.3,8,"Auto(L4)","R",800,15,21,17,17.8,28.1,21.32,"R",,,,,,,,,,2337," ","CLKUP ",2,22,
