"Class","Manufacturer","carline name","displ","cyl","trans","drv","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"SPEC PURP VEH - MINIVAN - 2WD","PLYMOUTH","VOYAGER 2WD",3.8,6,"Auto(L4)","F",17,24,20,19.2,30.5,23.04,"R",,,,,,,,,,900,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","PONTIAC","MONTANA FWD",3.4,6,"Auto(L4)","F",19,26,21,20.9,33,25.03,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","TOYOTA","SIENNA",3,6,"Auto(L4)","F",18,24,21,20.26,31.14,24.04,"R",,,,,,,,,,857,,,4,20
"SPEC PURP VEH - MINIVAN - 2WD","VOLKSWAGEN","EUROVAN",2.8,6,"Auto(L4)","F",15,20,17,16.55,25.13,19.55,"R",,,,,,,,,,1058,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 4WD","CHRYSLER","TOWN & COUNTRY AWD",3.8,6,"Auto(L4)",4,16,23,19,18,29.1,21.73,"R",,,,,,,,,,947,,"CLKUP",2,21
"SPEC PURP VEH - MINIVAN - 4WD","DODGE","CARAVAN AWD",3.8,6,"Auto(L4)",4,16,23,19,18,29.1,21.73,"R",,,,,,,,,,947,,"CLKUP",2,21
"SPEC PURP VEH - MINIVAN - 4WD","DODGE","CARAVAN AWD",3.8,6,"Auto(L4)",4,16,23,18,17.8,28.9,21.52,"R",,,,,,,,,,1001,,"VMODE CLKUP",2,21
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","BLAZER 2WD",4.3,6,"Auto(L4)","R",16,22,18,18.3,27.8,21.63,"R",,,,,,,,,,1001,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","BLAZER 2WD",4.3,6,"Manual(M5)","R",17,23,19,19.2,29.6,22.81,"R",,,,,,,,,,947,,"SIL",2,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 SUBURBAN 2WD",5.7,8,"Auto(L4)","R",14,18,15,15,23.1,17.81,"R",,,,,,,,,,1201,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",4.8,8,"Auto(L4)","R",15,20,17,16.5,25.1,19.51,"R",,,,,,,,,,1058,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",4.8,8,"Auto(L4)","R",14,18,16,15.5,23.7,18.36,"R",,,,,,,,,,1125,"POLICE","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",5.7,8,"Auto(L4)","R",14,18,15,15.1,22.7,17.78,"R",,,,,,,,,,1201,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRACKER 2WD CONVERTIBLE",1.6,4,"Manual(M5)","R",25,28,26,28.02,35.82,31.06,"R",,,,,,,,,,693,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRACKER 2WD CONVERTIBLE",2,4,"Auto(L4)","R",23,25,24,25.94,32.47,28.52,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRACKER 2WD CONVERTIBLE",2,4,"Manual(M5)","R",23,25,24,25.32,32.27,28.04,"R",,,,,,,,,,751,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRACKER 2WD HARDTOP",2,4,"Auto(L4)","R",24,26,25,26.45,33.17,29.1,"R",,,,,,,,,,720,,"2MODE 2LKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRACKER 2WD HARDTOP",2,4,"Manual(M5)","R",23,25,24,25.24,32.35,28.01,"R",,,,,,,,,,751,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",4.7,8,"Auto(L4)","R",15,20,17,16.3,25,19.33,"R",,,,,,,,,,1058,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",5.2,8,"Auto(L4)","R",14,19,16,15.1,24.1,18.15,"R",,,,,,,,,,1125,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",5.9,8,"Auto(L4)","R",12,17,14,13.86,22.07,16.65,"R",,,,,,,,,,1285,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPEDITION 2WD",4.6,8,"Auto(L4)","R",15,20,17,16.3,25.5,19.46,"R",,,,,,,,,,1058,"4.6E-R","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPEDITION 2WD",5.4,8,"Auto(L4)","R",13,18,15,14.3,22.8,17.18,"R",,,,,,,,,,1201,"5.4E-R","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4,6,"Auto(L5)","R",16,21,18,17.4,26.8,20.66,"R",,,,,,,,,,1001,"4.0E-R","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4,6,"Auto(L5)","R",16,21,18,17.6,26.6,20.76,"R",,,,,,,,,,1001,"SOHC","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4,6,"Auto(L5)","R",16,18,17,17.4,23.2,19.61,"R",,,,,,,,,,1058,"EXP4X2FFVG","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4,6,"Auto(L5)","R",11,13,12,12.6,17,14.26,"E",,,,,,,,,,1687,"EXP4X2FFVE","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4,6,"Manual(M5)","R",18,23,20,19.7,29,23.02,"R",,,,,,,,,,900,"4.0E-R",,2,22
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",5,8,"Auto(L4)","R",14,20,16,15.77,25.16,18.96,"R",,,,,,,,,,1125,"5.0E-R","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",4.8,8,"Auto(L4)","R",15,20,17,16.5,25.1,19.51,"R",,,,,,,,,,1058,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",4.8,8,"Auto(L4)","R",14,18,16,15.5,23.7,18.36,"R",,,,,,,,,,1125,"POLICE","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",5.7,8,"Auto(L4)","R",14,18,15,15.1,22.7,17.78,"R",,,,,,,,,,1201,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON XL 2WD",5.7,8,"Auto(L4)","R",14,18,15,15,23.1,17.81,"R",,,,,,,,,,1201,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","GMC","JIMMY 2WD",4.3,6,"Auto(L4)","R",16,22,18,18.3,27.8,21.63,"R",,,,,,,,,,1001,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","GMC","JIMMY 2WD",4.3,6,"Manual(M5)","R",17,23,19,19.2,29.6,22.81,"R",,,,,,,,,,947,,"SIL",2,22
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","CR-V(2WD)",2,4,"Auto(L4)","F",22,25,23,24.7,32,27.53,"R",,,,,,,,,,783,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","PASSPORT 2WD",3.2,6,"Auto(L4)","R",16,21,18,18.2,26.6,21.21,"R",,,,,,,,,,1001,"V-6","2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","PASSPORT 2WD",3.2,6,"Manual(M5)","R",16,20,18,18.1,25,20.67,"R",,,,,,,,,,1001,"V-6","SIL",4,22
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","AMIGO 2WD",2.2,4,"Manual(M5)","R",20,23,21,22.24,29,24.84,"R",,,,,,,,,,857,"L-4","SIL",4,22
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","AMIGO 2WD",3.2,6,"Auto(L4)","R",16,19,17,17.6,24.6,20.18,"R",,,,,,,,,,1058,"V-6","2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","RODEO 2WD",2.2,4,"Manual(M5)","R",20,23,21,22.1,29.4,24.88,"R",,,,,,,,,,857,"L-4","SIL",4,22
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","RODEO 2WD",3.2,6,"Auto(L4)","R",16,21,18,18.2,26.6,21.21,"R",,,,,,,,,,1001,"V-6","2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","RODEO 2WD",3.2,6,"Manual(M5)","R",16,20,18,18.1,25,20.67,"R",,,,,,,,,,1001,"V-6","SIL",4,22
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","TROOPER 2WD",3.5,6,"Auto(L4)","R",15,19,17,16.9,23.8,19.44,"R",,,,,,,,,,1058,"V-6","2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","CHEROKEE 2WD",2.5,4,"Auto(L3)","R",18,23,20,20.4,29.6,23.72,"R",,,,,,,,,,900,,,2,22
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","CHEROKEE 2WD",2.5,4,"Manual(M5)","R",20,24,22,22.4,31.3,25.69,"R",,,,,,,,,,819,,"SIL",2,22
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","CHEROKEE 2WD",4,6,"Auto(L4)","R",16,22,18,17.9,28.1,21.39,"R",,,,,,,,,,1001,,,2,22
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","CHEROKEE 2WD",4,6,"Manual(M5)","R",18,24,20,19.9,30.4,23.56,"R",,,,,,,,,,900,,"SIL",2,22
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","GRAND CHEROKEE 2WD",4,6,"Auto(L4)","R",17,22,19,18.5,28.1,21.86,"R",,,,,,,,,,947,,,2,22
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","GRAND CHEROKEE 2WD",4.7,8,"Auto(L4)","R",15,20,17,16.6,25.1,19.58,"R",,,,,,,,,,1058,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SPORTAGE",2,4,"Auto(L4)","R",18,21,19,20.4,27.3,23.02,"R",,,,,,,,,,900,,"2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SPORTAGE",2,4,"Manual(M5)","R",20,23,21,22,29.8,24.94,"R",,,,,,,,,,857,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","LINCOLN","NAVIGATOR 2WD",5.4,8,"Auto(L4)","R",12,17,14,13.3,21.8,16.13,"P",,,,,,,,,,1446,"5.4V-R","CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","MERCURY","MOUNTAINEER 2WD",4,6,"Auto(L5)","R",16,21,18,17.6,26.6,20.76,"R",,,,,,,,,,1001,"SOHC","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","MERCURY","MOUNTAINEER 2WD",5,8,"Auto(L4)","R",14,20,16,15.77,25.16,18.96,"R",,,,,,,,,,1125,"5.0E-R","CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","MITSUBISHI MONTERO SPORT 2WD",3,6,"Auto(L4)","R",17,20,19,19.28,26.18,21.88,"R",,,,,,,,,,947,"SOHC","CMODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","MITSUBISHI MONTERO SPORT 2WD",3.5,6,"Auto(L4)","R",17,20,18,18.4,25.66,21.09,"R",,,,,,,,,,1001,"SOHC","CMODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","MITSUBISHI NATIVA 2WD",2.4,4,"Auto(L4)","R",19,24,21,20.7,30.6,24.23,"R",,,,,,,,,,857,"SOHC","CMODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","MITSUBISHI NATIVA 2WD",2.4,4,"Manual(M5)","R",22,24,23,24.1,30.3,26.54,"R",,,,,,,,,,783,"SOHC",,4,22
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","MITSUBISHI NATIVA 2WD",3,6,"Auto(L4)","R",17,20,19,19.28,26.18,21.88,"R",,,,,,,,,,947,"SOHC","CMODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","PATHFINDER 2WD",3.3,6,"Auto(L4)","R",16,19,17,17.4,24.35,19.96,"R",,,,,,,,,,1058,,"2MODE 2LKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","PATHFINDER 2WD",3.3,6,"Manual(M5)","R",17,19,17,18.4,23.8,20.49,"R",,,,,,,,,,1058,,,2,22
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","XTERRA 2WD",2.4,4,"Manual(M5)","R",19,24,21,20.8,30.2,24.19,"R",,,,,,,,,,857,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","XTERRA V6-2WD",3.3,6,"Auto(L4)","R",16,19,17,17.84,24.52,20.33,"R",,,,,,,,,,1058,,"CLKUP",2,22
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","XTERRA V6-2WD",3.3,6,"Manual(M5)","R",17,19,18,18.4,24.2,20.62,"R",,,,,,,,,,1001,,,2,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","GRAND VITARA 4-DOOR 2WD",2.5,6,"Auto(L4)","R",19,21,20,21,26.8,23.27,"R",,,,,,,,,,900,,"2MODE 2LKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","GRAND VITARA 4-DOOR 2WD",2.5,6,"Manual(M5)","R",19,22,20,21.3,28.3,23.97,"R",,,,,,,,,,900,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","VITARA 2-DOOR 2WD",1.6,4,"Auto(L4)","R",25,27,26,27.3,34.9,30.27,"R",,,,,,,,,,693,,"2MODE 2LKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","VITARA 2-DOOR 2WD",1.6,4,"Manual(M5)","R",25,28,26,28.01,35.87,31.07,"R",,,,,,,,,,693,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","VITARA 2-DOOR 2WD",2,4,"Auto(L4)","R",23,25,24,25.3,31.7,27.83,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","VITARA 2-DOOR 2WD",2,4,"Manual(M5)","R",22,24,23,24.6,31.2,27.19,"R",,,,,,,,,,783,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","VITARA 4-DOOR 2WD",2,4,"Auto(L4)","R",23,25,24,25.1,31.8,27.73,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","VITARA 4-DOOR 2WD",2,4,"Manual(M5)","R",22,25,23,24.5,31.6,27.26,"R",,,,,,,,,,783,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","4RUNNER 2WD",2.7,4,"Auto(L4)","R",20,24,21,21.86,30.18,24.96,"R",,,,,,,,,,857,,"2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","4RUNNER 2WD",2.7,4,"Manual(M5)","R",18,23,20,20.4,29.8,23.77,"R",,,,,,,,,,900,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","4RUNNER 2WD",3.4,6,"Auto(L4)","R",17,21,19,19.3,26.7,22.05,"R",,,,,,,,,,947,,"2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","RAV4 2WD",2,4,"Auto(L4)","F",24,29,26,26.6,37,30.45,"R",,,,,,,,,,693,,"2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","RAV4 2WD",2,4,"Manual(M5)","F",24,29,26,27.1,37.3,30.9,"R",,,,,,,,,,693,,,4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","RAV4 SOFT TOP 2WD",2,4,"Auto(L4)","F",24,29,26,26.6,37,30.45,"R",,,,,,,,,,693,,"2MODE CLKUP",4,22
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","RAV4 SOFT TOP 2WD",2,4,"Manual(M5)","F",24,29,26,27.1,37.3,30.9,"R",,,,,,,,,,693,,,4,22
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X5",4.4,8,"Auto(L5)","R",13,17,15,14.9,22.3,17.52,"P",,,,,,,,,,1351,,"2MODE",4,23
"SPEC PURP VEH - S.U.V. - 4WD","CADILLAC","ESCALADE 4WD",5.7,8,"Auto(L4)",4,12,16,14,13.6,20.8,16.11,"R",,,,,,,,,,1285,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","BLAZER 4WD",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","BLAZER 4WD",4.3,6,"Manual(M5)",4,15,18,16,16.5,22.7,18.81,"R",,,,,,,,,,1125,,"SIL",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",5.3,8,"Auto(L4)",4,14,16,15,15.1,20.7,17.19,"R",,,,,,,,,,1201,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",4.8,8,"Auto(L4)",4,14,18,16,15.9,22.6,18.35,"R",,,,,,,,,,1125,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.3,8,"Auto(L4)",4,14,17,15,15.5,21.8,17.82,"R",,,,,,,,,,1201,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.7,8,"Auto(L4)",4,12,16,14,13.61,20.81,16.12,"R",,,,,,,,,,1285,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRACKER 4X4 CONVERTIBLE",1.6,4,"Manual(M5)",4,25,27,26,27.88,34.99,30.69,"R",,,,,,,,,,693,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRACKER 4X4 CONVERTIBLE",2,4,"Auto(L4)",4,23,25,24,25.47,31.67,27.93,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRACKER 4X4 CONVERTIBLE",2,4,"Manual(M5)",4,22,25,23,24.87,31.53,27.49,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRACKER 4X4 HARDTOP",2,4,"Auto(L4)",4,23,25,24,25.41,31.79,27.93,"R",,,,,,,,,,751,,"2MODE 2LKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRACKER 4X4 HARDTOP",2,4,"Manual(M5)",4,22,25,23,24.6,31.83,27.4,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","DURANGO 4WD",4.7,8,"Auto(L4)",4,14,18,15,15,23,17.78,"R",,,,,,,,,,1201,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","DURANGO 4WD",5.9,8,"Auto(L4)",4,12,16,13,12.9,20.6,15.51,"R",,,,,,,,,,1384,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPEDITION 4WD",4.6,8,"Auto(L4)",4,14,18,15,15.1,23.2,17.91,"R",,,,,,,,,,1201,4.60E-04,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPEDITION 4WD",5.4,8,"Auto(L4)",4,12,16,14,13.6,21.1,16.19,"R",,,,,,,,,,1285,5.40E-04,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPLORER 4WD",4,6,"Auto(L5)",4,16,20,18,17.6,25.95,20.58,"R",,,,,,,,,,1001,"4.0S-4","CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPLORER 4WD",4,6,"Auto(L5)",4,15,20,17,16.75,25.14,19.71,"R",,,,,,,,,,1058,4.00E-04,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPLORER 4WD",4,6,"Manual(M5)",4,16,20,18,18.04,26.15,20.97,"R",,,,,,,,,,1001,4.00E-04,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPLORER 4WD",5,8,"Auto(L4)",4,14,20,16,15.43,25.05,18.65,"R",,,,,,,,,,1125,5.00E-04,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","GMC","JIMMY 4WD",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","GMC","JIMMY 4WD",4.3,6,"Manual(M5)",4,15,18,16,16.5,22.7,18.81,"R",,,,,,,,,,1125,,"SIL",2,23
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON 4WD",4.8,8,"Auto(L4)",4,14,18,16,15.9,22.6,18.35,"R",,,,,,,,,,1125,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.3,8,"Auto(L4)",4,14,17,15,15.5,21.8,17.82,"R",,,,,,,,,,1201,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.7,8,"Auto(L4)",4,12,16,14,13.6,20.8,16.11,"R",,,,,,,,,,1285,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(L4)",4,14,16,15,15.1,20.7,17.19,"R",,,,,,,,,,1201,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","CR-V(4WD)",2,4,"Auto(L4)",4,22,25,23,24.3,31.6,27.12,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","CR-V(4WD)",2,4,"Manual(M5)",4,22,25,23,24.3,31.5,27.09,"R",,,,,,,,,,783,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","PASSPORT 4WD",3.2,6,"Auto(L4)",4,16,20,17,17.6,25.6,20.48,"R",,,,,,,,,,1058,"V-6","2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","PASSPORT 4WD",3.2,6,"Manual(M5)",4,16,20,18,18.1,25,20.67,"R",,,,,,,,,,1001,"V-6","SIL",4,23
"SPEC PURP VEH - S.U.V. - 4WD","INFINITI","QX4 4WD",3.3,6,"Auto(L4)",4,15,18,16,16.43,23.55,19.02,"R",,,,,,,,,,1125,,"2MODE 2LKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","AMIGO 4WD",3.2,6,"Auto(L4)",4,16,19,17,17.6,24.6,20.18,"R",,,,,,,,,,1058,"V-6","2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","AMIGO 4WD",3.2,6,"Manual(M5)",4,17,20,18,18.6,25.1,21.05,"R",,,,,,,,,,1001,"V-6","SIL",4,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","RODEO 4WD",3.2,6,"Auto(L4)",4,16,20,17,17.6,25.6,20.48,"R",,,,,,,,,,1058,"V-6","2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","RODEO 4WD",3.2,6,"Manual(M5)",4,16,20,18,18.1,25,20.67,"R",,,,,,,,,,1001,"V-6","SIL",4,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","TROOPER",3.5,6,"Auto(L4)",4,15,19,16,16.4,23.9,19.1,"R",,,,,,,,,,1125,"V-6","2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","TROOPER",3.5,6,"Manual(M5)",4,15,19,17,17.1,23.9,19.61,"R",,,,,,,,,,1058,"V-6","SIL",4,23
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","VEHICROSS",3.5,6,"Auto(L4)",4,15,19,16,16.5,24,19.2,"R",,,,,,,,,,1125,"V-6","2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","CHEROKEE 4WD",2.5,4,"Manual(M5)",4,18,20,19,19.9,26,22.25,"R",,,,,,,,,,947,,"SIL",2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","CHEROKEE 4WD",4,6,"Auto(L4)",4,16,20,18,17.45,26.23,20.55,"R",,,,,,,,,,1001,,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","CHEROKEE 4WD",4,6,"Manual(M5)",4,17,22,19,19.15,27.96,22.31,"R",,,,,,,,,,947,,"SIL",2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",4,6,"Auto(L4)",4,16,21,18,17.6,26.3,20.68,"R",,,,,,,,,,1001,,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",4.7,8,"Auto(L4)",4,15,19,16,16.15,24.7,19.13,"R",,,,,,,,,,1125,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER 4WD",2.5,4,"Auto(L3)",4,16,19,17,18.07,23.97,20.32,"R",,,,,,,,,,1058,,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER 4WD",2.5,4,"Manual(M5)",4,18,20,19,19.9,26,22.25,"R",,,,,,,,,,947,,"SIL",2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER 4WD",4,6,"Auto(L3)",4,15,18,16,16.7,22.6,18.92,"R",,,,,,,,,,1125,,,2,23
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER 4WD",4,6,"Manual(M5)",4,16,19,17,17.4,24.73,20.08,"R",,,,,,,,,,1058,,"SIL",2,23
"SPEC PURP VEH - S.U.V. - 4WD","KIA","KIA SPORTAGE",2,4,"Auto(L4)",4,19,22,20,20.6,27.65,23.27,"R",,,,,,,,,,900,,"2MODE CLKUP",4,23
"SPEC PURP VEH - S.U.V. - 4WD","KIA","KIA SPORTAGE",2,4,"Manual(M5)",4,20,22,21,22.1,28.6,24.62,"R",,,,,,,,,,857,,,4,23
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","LAND ROVER DISCOVERY SER II",4,8,"Auto(L4)",4,13,17,15,14.73,21.84,17.25,"P",,,,,,,,,,1351,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","RANGE ROVER",4,8,"Auto(L4)",4,13,17,15,14.73,21.84,17.25,"P",,,,,,,,,,1351,,"CLKUP",2,23
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","RANGE ROVER",4.6,8,"Auto(L4)",4,12,15,13,13.28,19.24,15.43,"P",,,,,,,,,,1557,,"CLKUP",2,23
